corpus,file_id,unit_id,type,start_idx,end_idx,text_span,mode,categorie1,categorie2,remarque,marker_type,marker_value
Albert_dataset,Albert1-Colombie,a2_1614603262759,SitEmo,9,30,Depuis plus de 50 ans,Suggeree,Colere,Aucune,,word,depuis
Albert_dataset,Albert1-Colombie,a2_1614603262759,SitEmo,9,30,Depuis plus de 50 ans,Suggeree,Colere,Aucune,,word,plus
Albert_dataset,Albert1-Colombie,a2_1614603262759,SitEmo,9,30,Depuis plus de 50 ans,Suggeree,Colere,Aucune,,word,de
Albert_dataset,Albert1-Colombie,a2_1614603262759,SitEmo,9,30,Depuis plus de 50 ans,Suggeree,Colere,Aucune,,word,ans
Albert_dataset,Albert1-Colombie,a2_1614603363833,SitEmo,352,386,La guerre entre les deux fait rage,Suggeree,Peur,Aucune,,word,la
Albert_dataset,Albert1-Colombie,a2_1614603363833,SitEmo,352,386,La guerre entre les deux fait rage,Suggeree,Peur,Aucune,,word,guerre
Albert_dataset,Albert1-Colombie,a2_1614603363833,SitEmo,352,386,La guerre entre les deux fait rage,Suggeree,Peur,Aucune,,word,entre
Albert_dataset,Albert1-Colombie,a2_1614603363833,SitEmo,352,386,La guerre entre les deux fait rage,Suggeree,Peur,Aucune,,word,les
Albert_dataset,Albert1-Colombie,a2_1614603363833,SitEmo,352,386,La guerre entre les deux fait rage,Suggeree,Peur,Aucune,,word,deux
Albert_dataset,Albert1-Colombie,a2_1614603363833,SitEmo,352,386,La guerre entre les deux fait rage,Suggeree,Peur,Aucune,,word,fait
Albert_dataset,Albert1-Colombie,a2_1614603363833,SitEmo,352,386,La guerre entre les deux fait rage,Suggeree,Peur,Aucune,,word,rage
Albert_dataset,Albert1-Colombie,a2_1618999448031,SitEmo,65,90,est rongée par une guerre,,,,,word,est
Albert_dataset,Albert1-Colombie,a2_1618999448031,SitEmo,65,90,est rongée par une guerre,,,,,word,rongée
Albert_dataset,Albert1-Colombie,a2_1618999448031,SitEmo,65,90,est rongée par une guerre,,,,,word,par
Albert_dataset,Albert1-Colombie,a2_1618999448031,SitEmo,65,90,est rongée par une guerre,,,,,word,une
Albert_dataset,Albert1-Colombie,a2_1618999448031,SitEmo,65,90,est rongée par une guerre,,,,,word,guerre
Albert_dataset,Albert1-Gabon,a2_1614603685181,SitEmo,725,732,se sont,Comportementale,Colere,Aucune,,word,se
Albert_dataset,Albert1-Gabon,a2_1614603685181,SitEmo,725,732,se sont,Comportementale,Colere,Aucune,,word,sont
Albert_dataset,Albert1-Gabon,a2_1614603879319,SitEmo,621,668,réclament vigoureusement un recomptage des voix,Comportementale,Colere,Aucune,,word,réclament
Albert_dataset,Albert1-Gabon,a2_1614603879319,SitEmo,621,668,réclament vigoureusement un recomptage des voix,Comportementale,Colere,Aucune,,word,vigoureusement
Albert_dataset,Albert1-Gabon,a2_1614603879319,SitEmo,621,668,réclament vigoureusement un recomptage des voix,Comportementale,Colere,Aucune,,word,un
Albert_dataset,Albert1-Gabon,a2_1614603879319,SitEmo,621,668,réclament vigoureusement un recomptage des voix,Comportementale,Colere,Aucune,,word,recomptage
Albert_dataset,Albert1-Gabon,a2_1614603879319,SitEmo,621,668,réclament vigoureusement un recomptage des voix,Comportementale,Colere,Aucune,,word,des
Albert_dataset,Albert1-Gabon,a2_1614603879319,SitEmo,621,668,réclament vigoureusement un recomptage des voix,Comportementale,Colere,Aucune,,word,voix
Albert_dataset,Albert1-Gabon,a2_1614604051581,SitEmo,424,431,réclame,Comportementale,Colere,Aucune,,word,réclame
Albert_dataset,Albert1-Gabon,a2_1615391944086,SitEmo,469,499,les élections ont été truquées,Suggeree,Colere,Aucune,,word,les
Albert_dataset,Albert1-Gabon,a2_1615391944086,SitEmo,469,499,les élections ont été truquées,Suggeree,Colere,Aucune,,word,élections
Albert_dataset,Albert1-Gabon,a2_1615391944086,SitEmo,469,499,les élections ont été truquées,Suggeree,Colere,Aucune,,word,ont
Albert_dataset,Albert1-Gabon,a2_1615391944086,SitEmo,469,499,les élections ont été truquées,Suggeree,Colere,Aucune,,word,été
Albert_dataset,Albert1-Gabon,a2_1615391944086,SitEmo,469,499,les élections ont été truquées,Suggeree,Colere,Aucune,,word,truquées
Albert_dataset,Albert1-Gabon,a2_1618999753919,SitEmo,442,453,la victoire,,,,,word,la
Albert_dataset,Albert1-Gabon,a2_1618999753919,SitEmo,442,453,la victoire,,,,,word,victoire
Albert_dataset,Albert1-Gabon,a2_1618999886504,SitEmo,739,759,affrontés violemment,,,,,word,affrontés
Albert_dataset,Albert1-Gabon,a2_1618999886504,SitEmo,739,759,affrontés violemment,,,,,word,violemment
Albert_dataset,Albert1-Italie,a2_1614604827768,SitEmo,220,248,se sont retrouvées sans-abri,Suggeree,Tristesse,Aucune,,word,se
Albert_dataset,Albert1-Italie,a2_1614604827768,SitEmo,220,248,se sont retrouvées sans-abri,Suggeree,Tristesse,Aucune,,word,sont
Albert_dataset,Albert1-Italie,a2_1614604827768,SitEmo,220,248,se sont retrouvées sans-abri,Suggeree,Tristesse,Aucune,,word,retrouvées
Albert_dataset,Albert1-Italie,a2_1614604827768,SitEmo,220,248,se sont retrouvées sans-abri,Suggeree,Tristesse,Aucune,,word,sans-abri
Albert_dataset,Albert1-Italie,a2_1614604827768,SitEmo,220,248,se sont retrouvées sans-abri,Suggeree,Tristesse,Aucune,,punctuation,-
Albert_dataset,Albert1-Italie,a1_1614606659003,SitEmo,149,194,De nombreuses maisons ont aussi été détruites,Suggeree,Tristesse,Aucune,,word,de
Albert_dataset,Albert1-Italie,a1_1614606659003,SitEmo,149,194,De nombreuses maisons ont aussi été détruites,Suggeree,Tristesse,Aucune,,word,nombreuses
Albert_dataset,Albert1-Italie,a1_1614606659003,SitEmo,149,194,De nombreuses maisons ont aussi été détruites,Suggeree,Tristesse,Aucune,,word,maisons
Albert_dataset,Albert1-Italie,a1_1614606659003,SitEmo,149,194,De nombreuses maisons ont aussi été détruites,Suggeree,Tristesse,Aucune,,word,ont
Albert_dataset,Albert1-Italie,a1_1614606659003,SitEmo,149,194,De nombreuses maisons ont aussi été détruites,Suggeree,Tristesse,Aucune,,word,aussi
Albert_dataset,Albert1-Italie,a1_1614606659003,SitEmo,149,194,De nombreuses maisons ont aussi été détruites,Suggeree,Tristesse,Aucune,,word,été
Albert_dataset,Albert1-Italie,a1_1614606659003,SitEmo,149,194,De nombreuses maisons ont aussi été détruites,Suggeree,Tristesse,Aucune,,word,détruites
Albert_dataset,Albert1-Pikachu,a2_1614611794451,SitEmo,1980,2107,redoute que des personnes mal intentionnées s’introduisent sur des sites militaires protégés où les activités sont top secrètes,Designee,Peur,Aucune,,word,redoute
Albert_dataset,Albert1-Pikachu,a2_1614611794451,SitEmo,1980,2107,redoute que des personnes mal intentionnées s’introduisent sur des sites militaires protégés où les activités sont top secrètes,Designee,Peur,Aucune,,word,que
Albert_dataset,Albert1-Pikachu,a2_1614611794451,SitEmo,1980,2107,redoute que des personnes mal intentionnées s’introduisent sur des sites militaires protégés où les activités sont top secrètes,Designee,Peur,Aucune,,word,des
Albert_dataset,Albert1-Pikachu,a2_1614611794451,SitEmo,1980,2107,redoute que des personnes mal intentionnées s’introduisent sur des sites militaires protégés où les activités sont top secrètes,Designee,Peur,Aucune,,word,personnes
Albert_dataset,Albert1-Pikachu,a2_1614611794451,SitEmo,1980,2107,redoute que des personnes mal intentionnées s’introduisent sur des sites militaires protégés où les activités sont top secrètes,Designee,Peur,Aucune,,word,mal
Albert_dataset,Albert1-Pikachu,a2_1614611794451,SitEmo,1980,2107,redoute que des personnes mal intentionnées s’introduisent sur des sites militaires protégés où les activités sont top secrètes,Designee,Peur,Aucune,,word,intentionnées
Albert_dataset,Albert1-Pikachu,a2_1614611794451,SitEmo,1980,2107,redoute que des personnes mal intentionnées s’introduisent sur des sites militaires protégés où les activités sont top secrètes,Designee,Peur,Aucune,,word,s
Albert_dataset,Albert1-Pikachu,a2_1614611794451,SitEmo,1980,2107,redoute que des personnes mal intentionnées s’introduisent sur des sites militaires protégés où les activités sont top secrètes,Designee,Peur,Aucune,,word,introduisent
Albert_dataset,Albert1-Pikachu,a2_1614611794451,SitEmo,1980,2107,redoute que des personnes mal intentionnées s’introduisent sur des sites militaires protégés où les activités sont top secrètes,Designee,Peur,Aucune,,word,sur
Albert_dataset,Albert1-Pikachu,a2_1614611794451,SitEmo,1980,2107,redoute que des personnes mal intentionnées s’introduisent sur des sites militaires protégés où les activités sont top secrètes,Designee,Peur,Aucune,,word,des
Albert_dataset,Albert1-Pikachu,a2_1614611794451,SitEmo,1980,2107,redoute que des personnes mal intentionnées s’introduisent sur des sites militaires protégés où les activités sont top secrètes,Designee,Peur,Aucune,,word,sites
Albert_dataset,Albert1-Pikachu,a2_1614611794451,SitEmo,1980,2107,redoute que des personnes mal intentionnées s’introduisent sur des sites militaires protégés où les activités sont top secrètes,Designee,Peur,Aucune,,word,militaires
Albert_dataset,Albert1-Pikachu,a2_1614611794451,SitEmo,1980,2107,redoute que des personnes mal intentionnées s’introduisent sur des sites militaires protégés où les activités sont top secrètes,Designee,Peur,Aucune,,word,protégés
Albert_dataset,Albert1-Pikachu,a2_1614611794451,SitEmo,1980,2107,redoute que des personnes mal intentionnées s’introduisent sur des sites militaires protégés où les activités sont top secrètes,Designee,Peur,Aucune,,word,où
Albert_dataset,Albert1-Pikachu,a2_1614611794451,SitEmo,1980,2107,redoute que des personnes mal intentionnées s’introduisent sur des sites militaires protégés où les activités sont top secrètes,Designee,Peur,Aucune,,word,les
Albert_dataset,Albert1-Pikachu,a2_1614611794451,SitEmo,1980,2107,redoute que des personnes mal intentionnées s’introduisent sur des sites militaires protégés où les activités sont top secrètes,Designee,Peur,Aucune,,word,activités
Albert_dataset,Albert1-Pikachu,a2_1614611794451,SitEmo,1980,2107,redoute que des personnes mal intentionnées s’introduisent sur des sites militaires protégés où les activités sont top secrètes,Designee,Peur,Aucune,,word,sont
Albert_dataset,Albert1-Pikachu,a2_1614611794451,SitEmo,1980,2107,redoute que des personnes mal intentionnées s’introduisent sur des sites militaires protégés où les activités sont top secrètes,Designee,Peur,Aucune,,word,top
Albert_dataset,Albert1-Pikachu,a2_1614611794451,SitEmo,1980,2107,redoute que des personnes mal intentionnées s’introduisent sur des sites militaires protégés où les activités sont top secrètes,Designee,Peur,Aucune,,word,secrètes
Albert_dataset,Albert1-Pikachu,a2_1614612111227,SitEmo,2172,2182,s’inquiète,Designee,Peur,Aucune,,word,s
Albert_dataset,Albert1-Pikachu,a2_1614612111227,SitEmo,2172,2182,s’inquiète,Designee,Peur,Aucune,,word,inquiète
Albert_dataset,Albert1-Pikachu,a2_1614612623187,SitEmo,2371,2535,craignent que les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Designee,Peur,Aucune,,word,craignent
Albert_dataset,Albert1-Pikachu,a2_1614612623187,SitEmo,2371,2535,craignent que les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Designee,Peur,Aucune,,word,que
Albert_dataset,Albert1-Pikachu,a2_1614612623187,SitEmo,2371,2535,craignent que les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Designee,Peur,Aucune,,word,les
Albert_dataset,Albert1-Pikachu,a2_1614612623187,SitEmo,2371,2535,craignent que les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Designee,Peur,Aucune,,word,enfants
Albert_dataset,Albert1-Pikachu,a2_1614612623187,SitEmo,2371,2535,craignent que les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Designee,Peur,Aucune,,word,qui
Albert_dataset,Albert1-Pikachu,a2_1614612623187,SitEmo,2371,2535,craignent que les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Designee,Peur,Aucune,,word,possèdent
Albert_dataset,Albert1-Pikachu,a2_1614612623187,SitEmo,2371,2535,craignent que les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Designee,Peur,Aucune,,word,un
Albert_dataset,Albert1-Pikachu,a2_1614612623187,SitEmo,2371,2535,craignent que les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Designee,Peur,Aucune,,word,téléphone
Albert_dataset,Albert1-Pikachu,a2_1614612623187,SitEmo,2371,2535,craignent que les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Designee,Peur,Aucune,,word,portable
Albert_dataset,Albert1-Pikachu,a2_1614612623187,SitEmo,2371,2535,craignent que les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Designee,Peur,Aucune,,word,le
Albert_dataset,Albert1-Pikachu,a2_1614612623187,SitEmo,2371,2535,craignent que les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Designee,Peur,Aucune,,word,sortent
Albert_dataset,Albert1-Pikachu,a2_1614612623187,SitEmo,2371,2535,craignent que les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Designee,Peur,Aucune,,word,pendant
Albert_dataset,Albert1-Pikachu,a2_1614612623187,SitEmo,2371,2535,craignent que les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Designee,Peur,Aucune,,word,les
Albert_dataset,Albert1-Pikachu,a2_1614612623187,SitEmo,2371,2535,craignent que les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Designee,Peur,Aucune,,word,cours
Albert_dataset,Albert1-Pikachu,a2_1614612623187,SitEmo,2371,2535,craignent que les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Designee,Peur,Aucune,,word,pour
Albert_dataset,Albert1-Pikachu,a2_1614612623187,SitEmo,2371,2535,craignent que les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Designee,Peur,Aucune,,word,chercher
Albert_dataset,Albert1-Pikachu,a2_1614612623187,SitEmo,2371,2535,craignent que les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Designee,Peur,Aucune,,word,des
Albert_dataset,Albert1-Pikachu,a2_1614612623187,SitEmo,2371,2535,craignent que les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Designee,Peur,Aucune,,word,pokémon
Albert_dataset,Albert1-Pikachu,a2_1614612623187,SitEmo,2371,2535,craignent que les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Designee,Peur,Aucune,,word,dans
Albert_dataset,Albert1-Pikachu,a2_1614612623187,SitEmo,2371,2535,craignent que les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Designee,Peur,Aucune,,word,les
Albert_dataset,Albert1-Pikachu,a2_1614612623187,SitEmo,2371,2535,craignent que les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Designee,Peur,Aucune,,word,salles
Albert_dataset,Albert1-Pikachu,a2_1614612623187,SitEmo,2371,2535,craignent que les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Designee,Peur,Aucune,,word,ou
Albert_dataset,Albert1-Pikachu,a2_1614612623187,SitEmo,2371,2535,craignent que les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Designee,Peur,Aucune,,word,dans
Albert_dataset,Albert1-Pikachu,a2_1614612623187,SitEmo,2371,2535,craignent que les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Designee,Peur,Aucune,,word,les
Albert_dataset,Albert1-Pikachu,a2_1614612623187,SitEmo,2371,2535,craignent que les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Designee,Peur,Aucune,,word,couloirs
Albert_dataset,Albert1-Pikachu,a2_1614612623187,SitEmo,2371,2535,craignent que les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Designee,Peur,Aucune,,word,de
Albert_dataset,Albert1-Pikachu,a2_1614612623187,SitEmo,2371,2535,craignent que les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Designee,Peur,Aucune,,word,l
Albert_dataset,Albert1-Pikachu,a2_1614612623187,SitEmo,2371,2535,craignent que les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Designee,Peur,Aucune,,word,école
Albert_dataset,Albert1-Pikachu,a2_1614612775363,SitEmo,1941,1952,inquiétudes,Designee,Peur,Aucune,,word,inquiétudes
Albert_dataset,Albert1-Pikachu,a2_1614787532792,SitEmo,292,301,un danger,Suggeree,Peur,Aucune,,word,un
Albert_dataset,Albert1-Pikachu,a2_1614787532792,SitEmo,292,301,un danger,Suggeree,Peur,Aucune,,word,danger
Albert_dataset,Albert1-Pikachu,a2_1619001350532,SitEmo,1992,2107,des personnes mal intentionnées s’introduisent sur des sites militaires protégés où les activités sont top secrètes,Suggeree,Peur,Aucune,,word,des
Albert_dataset,Albert1-Pikachu,a2_1619001350532,SitEmo,1992,2107,des personnes mal intentionnées s’introduisent sur des sites militaires protégés où les activités sont top secrètes,Suggeree,Peur,Aucune,,word,personnes
Albert_dataset,Albert1-Pikachu,a2_1619001350532,SitEmo,1992,2107,des personnes mal intentionnées s’introduisent sur des sites militaires protégés où les activités sont top secrètes,Suggeree,Peur,Aucune,,word,mal
Albert_dataset,Albert1-Pikachu,a2_1619001350532,SitEmo,1992,2107,des personnes mal intentionnées s’introduisent sur des sites militaires protégés où les activités sont top secrètes,Suggeree,Peur,Aucune,,word,intentionnées
Albert_dataset,Albert1-Pikachu,a2_1619001350532,SitEmo,1992,2107,des personnes mal intentionnées s’introduisent sur des sites militaires protégés où les activités sont top secrètes,Suggeree,Peur,Aucune,,word,s
Albert_dataset,Albert1-Pikachu,a2_1619001350532,SitEmo,1992,2107,des personnes mal intentionnées s’introduisent sur des sites militaires protégés où les activités sont top secrètes,Suggeree,Peur,Aucune,,word,introduisent
Albert_dataset,Albert1-Pikachu,a2_1619001350532,SitEmo,1992,2107,des personnes mal intentionnées s’introduisent sur des sites militaires protégés où les activités sont top secrètes,Suggeree,Peur,Aucune,,word,sur
Albert_dataset,Albert1-Pikachu,a2_1619001350532,SitEmo,1992,2107,des personnes mal intentionnées s’introduisent sur des sites militaires protégés où les activités sont top secrètes,Suggeree,Peur,Aucune,,word,des
Albert_dataset,Albert1-Pikachu,a2_1619001350532,SitEmo,1992,2107,des personnes mal intentionnées s’introduisent sur des sites militaires protégés où les activités sont top secrètes,Suggeree,Peur,Aucune,,word,sites
Albert_dataset,Albert1-Pikachu,a2_1619001350532,SitEmo,1992,2107,des personnes mal intentionnées s’introduisent sur des sites militaires protégés où les activités sont top secrètes,Suggeree,Peur,Aucune,,word,militaires
Albert_dataset,Albert1-Pikachu,a2_1619001350532,SitEmo,1992,2107,des personnes mal intentionnées s’introduisent sur des sites militaires protégés où les activités sont top secrètes,Suggeree,Peur,Aucune,,word,protégés
Albert_dataset,Albert1-Pikachu,a2_1619001350532,SitEmo,1992,2107,des personnes mal intentionnées s’introduisent sur des sites militaires protégés où les activités sont top secrètes,Suggeree,Peur,Aucune,,word,où
Albert_dataset,Albert1-Pikachu,a2_1619001350532,SitEmo,1992,2107,des personnes mal intentionnées s’introduisent sur des sites militaires protégés où les activités sont top secrètes,Suggeree,Peur,Aucune,,word,les
Albert_dataset,Albert1-Pikachu,a2_1619001350532,SitEmo,1992,2107,des personnes mal intentionnées s’introduisent sur des sites militaires protégés où les activités sont top secrètes,Suggeree,Peur,Aucune,,word,activités
Albert_dataset,Albert1-Pikachu,a2_1619001350532,SitEmo,1992,2107,des personnes mal intentionnées s’introduisent sur des sites militaires protégés où les activités sont top secrètes,Suggeree,Peur,Aucune,,word,sont
Albert_dataset,Albert1-Pikachu,a2_1619001350532,SitEmo,1992,2107,des personnes mal intentionnées s’introduisent sur des sites militaires protégés où les activités sont top secrètes,Suggeree,Peur,Aucune,,word,top
Albert_dataset,Albert1-Pikachu,a2_1619001350532,SitEmo,1992,2107,des personnes mal intentionnées s’introduisent sur des sites militaires protégés où les activités sont top secrètes,Suggeree,Peur,Aucune,,word,secrètes
Albert_dataset,Albert1-Pikachu,a2_1619001578915,SitEmo,2243,2328,certains militaires pourraient finir par devenir dépendants et délaisser leur travail,Suggeree,Peur,Aucune,,word,certains
Albert_dataset,Albert1-Pikachu,a2_1619001578915,SitEmo,2243,2328,certains militaires pourraient finir par devenir dépendants et délaisser leur travail,Suggeree,Peur,Aucune,,word,militaires
Albert_dataset,Albert1-Pikachu,a2_1619001578915,SitEmo,2243,2328,certains militaires pourraient finir par devenir dépendants et délaisser leur travail,Suggeree,Peur,Aucune,,word,pourraient
Albert_dataset,Albert1-Pikachu,a2_1619001578915,SitEmo,2243,2328,certains militaires pourraient finir par devenir dépendants et délaisser leur travail,Suggeree,Peur,Aucune,,word,finir
Albert_dataset,Albert1-Pikachu,a2_1619001578915,SitEmo,2243,2328,certains militaires pourraient finir par devenir dépendants et délaisser leur travail,Suggeree,Peur,Aucune,,word,par
Albert_dataset,Albert1-Pikachu,a2_1619001578915,SitEmo,2243,2328,certains militaires pourraient finir par devenir dépendants et délaisser leur travail,Suggeree,Peur,Aucune,,word,devenir
Albert_dataset,Albert1-Pikachu,a2_1619001578915,SitEmo,2243,2328,certains militaires pourraient finir par devenir dépendants et délaisser leur travail,Suggeree,Peur,Aucune,,word,dépendants
Albert_dataset,Albert1-Pikachu,a2_1619001578915,SitEmo,2243,2328,certains militaires pourraient finir par devenir dépendants et délaisser leur travail,Suggeree,Peur,Aucune,,word,et
Albert_dataset,Albert1-Pikachu,a2_1619001578915,SitEmo,2243,2328,certains militaires pourraient finir par devenir dépendants et délaisser leur travail,Suggeree,Peur,Aucune,,word,délaisser
Albert_dataset,Albert1-Pikachu,a2_1619001578915,SitEmo,2243,2328,certains militaires pourraient finir par devenir dépendants et délaisser leur travail,Suggeree,Peur,Aucune,,word,leur
Albert_dataset,Albert1-Pikachu,a2_1619001578915,SitEmo,2243,2328,certains militaires pourraient finir par devenir dépendants et délaisser leur travail,Suggeree,Peur,Aucune,,word,travail
Albert_dataset,Albert1-Pikachu,a2_1619001648424,SitEmo,2385,2535,les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Suggeree,Peur,Aucune,,word,les
Albert_dataset,Albert1-Pikachu,a2_1619001648424,SitEmo,2385,2535,les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Suggeree,Peur,Aucune,,word,enfants
Albert_dataset,Albert1-Pikachu,a2_1619001648424,SitEmo,2385,2535,les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Suggeree,Peur,Aucune,,word,qui
Albert_dataset,Albert1-Pikachu,a2_1619001648424,SitEmo,2385,2535,les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Suggeree,Peur,Aucune,,word,possèdent
Albert_dataset,Albert1-Pikachu,a2_1619001648424,SitEmo,2385,2535,les enfants qui possèdent un téléphone portable le sortent pendant les cours pour chercher des Pokémon dans les salles ou dans les couloirs de l’école,Suggeree,Peur,Aucune,,word,un
